Annual_Rainfall,Cloud_Visibility,Seasonal_Rainfall,Meteorological_Parameters,Flood
1998.1604753894499,61.47962904552335,1182.1057213937756,,0
4302.857225639665,82.48890963699877,2523.3786913781987,,1
3427.9757672456203,78.41448368111432,2801.3044429663205,88.51551070193334,1
2894.6339367881465,23.85099142243963,1700.1376830023871,65.18046151623173,1
1124.0745617697462,23.43245227673265,669.0294001123783,24.148349520125883,0
1123.9780813448106,34.1356930970422,860.7304913615992,96.61042517330861,0
732.3344486727979,42.49672537069335,481.4432171849214,56.652891700178856,0
3964.704583099741,46.76100232676343,3060.1520582656262,16.56086066844895,1
2904.4600469728352,71.17274951500107,1518.6787110608786,66.41496139735605,0
3332.290311184182,15.101238894925187,2234.800223233705,32.78790163115292,1
582.3379771832098,13.120543380345975,298.0200551694072,82.33241066895722,0
4379.639408647978,45.27195066495181,2285.8591579498775,83.60398662095716,1
3829.770563201687,72.74473229241823,3129.8918982715177,98.10526202691956,1
1349.3564427131046,27.40918086608343,740.4402948789789,55.16825779220533,0
1227.2998688284024,67.73540331306265,842.3538761454671,50.94611917549634,0
1233.6180394137352,33.38453241462695,794.3062526590297,77.81280449018325,0
1716.968971838151,89.74774979321647,1067.2166857355965,21.92235907077339,0
2599.0257265289515,90.61209498399549,2118.0543685249195,59.222396241381176,0
2227.780074568463,36.75584838531938,1130.9062422577745,59.162284011776585,1
1664.9165607921677,30.699437856691645,1219.2623348849547,18.052581052934848,0
2947.411578889518,47.017357485960815,2467.537758098316,47.61856769562222,1
1057.9754426081672,31.647842666213386,736.4131849456529,86.79563187104817,0
1668.5785941408726,70.51454589625334,1381.395964401005,87.05382597951943,0
1965.4473731747669,84.34582160934569,1018.6722256370232,18.93138984277129,0
2324.2799368681435,70.57829178200953,1502.8274866605439,18.164879447304777,0
3640.7038455720544,84.19154025244146,2151.857037289902,33.642592930174175,1
1298.6951286334388,45.72929459867267,981.5373338100013,88.72894562985941,1
2556.9377536544466,24.06852736379748,2156.659329212509,21.601232656614904,0
2869.6582754481697,76.41558526578329,1692.4829035321147,74.79971223647016,1
685.8016508799909,42.44270546273985,499.9227330191336,19.10490576517929,0
2930.1794076057536,70.41437427062192,1668.2512652756898,66.08240683730429,0
1182.0964947491661,34.35795477835891,824.9444666812469,42.04605692072303,0
760.206371941118,17.31066713260054,503.54273735639543,81.00225666692803,0
4295.542149013333,99.33236159389871,3609.122526380919,31.032140394282724,1
4362.528132298237,24.058135713753934,3110.4151373922887,67.52816464509638,1
3733.5893924658444,98.95788945671329,2323.514345430821,31.211428111829644,0
1718.4550766934829,97.95519393098026,927.8515066162403,74.22942548009384,0
890.6884560255355,81.44362935172357,492.49405954040486,88.6310231104674,0
3236.9321060486277,69.34806658737978,1873.7335146327255,21.412161921408405,0
2260.6099749584055,62.002634522597624,1328.8731957819625,87.99361197359532,0
988.1529393791153,87.94913908400513,788.2650349331362,63.421772897286814,0
2480.707640445081,36.04955694575391,1727.6342008320635,21.439944178032157,0
637.5540844608736,52.091309123638936,435.568546891186,48.47876698237408,0
4137.281608315128,65.74509724298517,2234.8317041346204,24.47742641365881,1
1535.1199264000677,47.007142828254196,1229.7061171619605,73.03130999799126,0
3150.089137415928,48.473780868124116,2371.9698884250315,78.29813209761546,1
1746.8443043576438,39.72562007518759,914.7942845784022,19.521686824551907,0
2580.272084711243,60.780863501608245,1929.3785420419158,55.55258674251799,0
2686.841117373119,86.55170752136044,1854.5608496135271,83.31625504233254,1
1239.4178221021082,28.137554020568157,655.1610585636589,94.25467373958969,0
4378.338511058235,94.09897348780973,2891.477627485782,56.2166080067593,1
3600.5312934444582,72.01788883734068,2411.073099092055,95.52513012502664,1
4257.995766256756,84.09458914120272,2376.051434687314,58.212007341042685,0
4079.3094017105955,60.05716233670105,3389.883070638787,45.47714451399172,1
2891.5999152443405,80.15650312816571,2306.0260068688112,86.3382815697606,1
4187.496940092467,11.458035760552049,3074.2836166929364,54.368443941228016,1
853.970008207678,83.65423823015817,565.1602945115606,52.471225950807074,0
1283.9314496765808,13.612497317682987,827.0032798950015,54.128124046884544,0
680.9091556421522,90.09220387265762,495.5934056731963,86.21065016827708,0
1801.3213230530573,99.2766472514779,1244.534981348901,84.8747387519247,0
2054.709158757928,36.46607159591,1072.1381717288982,46.31679931961901,0
1585.3961270955836,28.92867006572143,1077.079963618141,39.99698738834725,0
3814.9500366077173,78.88270274722366,2984.2113464829145,54.27352216352163,1
1927.013306774357,32.77237068282279,1273.2431276829464,61.549525876339814,1
1623.738038749523,87.90061448549831,841.3963743430984,31.450348956519726,0
2670.784332632994,19.255833294172902,2070.384989918512,81.45595762440315,0
1063.6968998990505,21.335967674142243,606.8149607330197,53.78344891591806,0
3708.787923016159,98.1236399590554,2190.1034016836693,40.064099357796366,0
798.2025747190833,70.64550084430041,445.1154497433291,19.613889366759153,0
4447.54774640207,86.21985019860576,2737.800416860069,31.496064436324623,1
3588.9790771866296,39.18964396163662,2745.077400784411,95.43530545803853,1
1294.8627261366896,70.8835374568544,882.8180495522854,37.458971813757394,0
522.0884684944097,63.48176445777375,298.4823869727899,25.19733604303318,0
3761.8457138193367,64.28351081106523,3036.71431784495,51.460551248949386,1
3327.4293753904685,71.42792135839494,2688.075963474389,37.63789690242238,1
3416.028672163949,61.78232558161887,2748.8866375455473,13.164332524407474,1
3585.081386743783,48.615613237239934,2092.177041799003,39.08306955514755,1
796.1786069363615,34.83304249424921,523.8327928238946,58.96977615455217,0
1933.8629141770905,79.17231978218818,1633.6236954891542,59.654113481797026,1
963.4762381005189,30.36451870028676,742.0736058048948,42.090302905919984,0
3952.413703502374,72.31188755389728,2013.7887625304404,50.25724806273406,1
2993.1925073102316,30.999954038439398,1564.9057165562115,96.89661264112898,1
1823.5920994105968,66.27971529590084,1207.9036074035762,43.961362950728045,0
754.2334011440945,77.2370440416126,617.1341874616116,33.24041319339847,0
1743.9292868626487,29.684250001588527,1200.7748882486806,31.912033966008412,0
1800.733288106988,15.394897077517745,1214.116288112175,51.19881514337207,0
3418.4247133522563,21.78763686947567,1835.4062225652845,78.35681338452497,1
3050.2298854208525,64.5397270543923,2226.280548963384,28.538936576962588,1
4048.850970305306,86.4501765603162,3189.4260979732016,73.83665144266912,1
2388.859700647797,14.049713911188192,1512.4993591631303,11.903484101447466,0
978.3769837532068,76.07361331374817,754.7827660216507,47.703968018555145,0
3352.97914889198,40.71867813550469,2808.3441129888747,79.82785586825082,1
3543.14019446759,53.067553292757026,2024.2606933006732,40.48596601969883,0
2745.108790277985,93.59735948610091,1875.3632649209596,60.73633913008595,1
3583.868719818244,39.87743542622609,2152.1070210972493,28.448130954331972,1
2475.182385457563,51.880324054553746,1924.4519450074438,76.7795852013555,0
2590.9313175279763,11.2314173284613,1819.2423179242483,14.705119294188366,1
2210.1640734341986,17.343884800435454,1595.9679780330448,86.72883803879503,0
601.6765069763808,33.27324320213056,468.86842503683033,27.837674777950134,0
931.5657079732177,12.506701673896696,594.8882337824102,88.69582285374976,0
625.716742746937,66.8237793443426,513.2638832967729,41.72763171704656,0
3045.6416450551214,48.37585211214603,2091.016043163051,75.04152170270379,1
1757.4239243053066,59.333068245521986,975.8697167662397,38.73027680075696,0
2534.282764658811,25.71824673066966,1884.4031817201671,91.53205041111828,1
4130.265895704372,36.63388264929545,3211.866053585617,21.397341296653693,1
1497.1689165955,69.74420273674525,914.5704662037067,26.066781034533882,0
2141.531692142519,96.87724512673599,1713.252636719762,54.37271126429221,0
3522.2045541721945,14.537509624198828,2878.1699416200363,17.374459513433152,1
1415.1926619664898,90.13458887697395,844.7519504941786,27.638216623158574,0
807.9196393151719,61.919308118008765,682.072029380769,94.93897439908129,0
1659.0058116550722,60.75276100800613,911.2073408074507,97.88406950330985,0
1144.8851490160177,55.02506816869843,653.3922330259032,43.86333963973797,0
4218.790609370292,16.245467731376504,2381.417412311694,93.0957418912542,1
3732.4815182576676,18.08891665625446,3034.1207836697517,59.03422081060886,1
3033.615026041694,64.08208050931775,2211.5126143769085,34.27682192863904,0
3985.8423607508707,40.68627142920025,2205.1134737370794,73.21588489725389,1
3714.688307596458,92.55412599199126,2429.8266426190626,69.30116259173715,1
1246.2802355441434,46.5931483623525,891.5319364369154,99.021278719786,0
4070.235993959911,22.895331283237695,2154.0194800043064,33.8542558668355,1
2657.3689676626027,74.32469501518324,2149.401539718419,70.48535523955618,0
3729.76062065625,36.40180792969089,2913.917397716617,14.682137952650221,1
4084.365199693973,57.29232766203039,2764.389737473119,20.228143482704745,1
1772.0138998874554,72.8049506954653,1485.8235817603527,10.352653745598394,0
940.207698110707,91.02377000818633,607.5775800950042,99.95146129537058,0
1411.7406501677667,81.29720753215085,1192.128314655571,82.204632743273,0
2208.431154505025,70.87249610854516,1620.4849441787237,80.80507132601868,1
3772.0590636899724,71.16698641556292,2723.935666904401,55.87534677593617,1
3942.922333025374,95.13321796288778,2200.4827085405104,37.0060374614896,0
527.8085221247628,36.62416877468824,426.8254064184341,23.613785601640835,0
2542.989210310263,10.100088477656866,1651.9801875204905,35.62072649618173,0
2169.644012595116,34.47591034583788,1208.0180644221623,43.83740997362252,0
1388.4312418829209,29.610224166406958,700.3422570574128,,0
